Version,type,order,code,key,category,question,guidance,no-guidance,yes-guidance,offering,service-name,analyst-reason,analyst-followup,compliant-answer,qualitative,highrisk,weight,cis,hippa,iso27002,nistcsf,800-171,800-53,trusted-ci,pci-321
3.02,-LITE-,31,HLAP-02,3.02-LITE-HLAP-02,Application/Service Security,"Are access controls for staff within your organization based on structured rules, such as RBAC, ABAC, or PBAC?","This includes system administrators and third party personnel with access to the system. PBAC would include various dynamic controls such as conditional access, risk-based access, location-based access, or system activity based access.",Describe any limitations that prevent support for RBAC within your organization., ,,,"Managing a software/product/service may rely on various professionals to administrate a system. This question is focused on how administration, and the segregation of functions, is implemented within the vendor's infrastructure.",Managing a complex infrastructure requires diligence in protecting access and authority. Unsatisfactory responses may indicate the lack of maturity with a vendor and/or a flat infrastructure with few individuals with broad authority. Inquire about separation of duties and look for areas of inappropriate functional overlap.,Yes,,FALSE,15,CSC 16,,9.1.1,"PR.AC-4, PR.PT-3",3.4.9,CM-11,"4: Asset Classification, 8: Comprehensive Application, 15: Baseline Control Set",
3.02,-LITE-,32,HLAP-03,3.02-LITE-HLAP-03,Application/Service Security,Do you have a documented and currently implemented strategy for securing employee workstations when they work remotely? (i.e. not in a trusted computing environment), ,Briefly summarize your response.,Provide supporting documentation of your strategy.,,,Telecommuting in the IT world is the norm and an institution should know that proper safeguards are in place when remote access is allowed. Vendor responses vary greatly so confirm the context of the response if it is not clear. Many cloud services can only be managed remotely so there is often a gray area to interpret for this response.,Request additional documentation that outlines the security controls implemented to safeguard your institutional data.,Yes,,FALSE,20,CSC 12,,6.2,PR.PT-3,"3.1.12, 3.1.13, 3.1.14, 3.1.15, 3.1.8, 3.1.20, 3.7.5, 3.8.2, 3.13.7","AC-3, CM-7; NIST SP 800-46","8: Comprehensive Application, 15: Baseline Control Set",
3.02,-LITE-,33,HLAP-04,3.02-LITE-HLAP-04,Application/Service Security,Does the system provide data input validation and error messages?, ,State plans to implement data input validation and error messaging across all components of your system.,Describe how your system(s) provide data input validation and error messages.,,,"Input validation is a secure coding best practices so confirming its implementation is normally a high priority. Error messages (to the system and user) can be used to detect abnormal use and to better protect institutional data. Depending on the criticality of data and the flow of said data, an institution's risk tolerance will be unique to their environment.",Inquire about any planned improvements to these capabilities. Ask about their product(s) roadmap and try to understand how they prioritize security concerns in their environment.,Yes,,TRUE,25,CSC 2,,12.1.1,"ID.AM-1, ID.AM-2, ID.AM-4",,"CA-9, SC-4",15: Baseline Control Set,
3.02,-LITE-,34,HLAP-05,3.02-LITE-HLAP-05,Application/Service Security,Are you using a web application firewall (WAF)?, ,"Describe compensating controls that protect your web application, if applicable.",Describe the currently implemented WAF.,,,"The use case, vendor infrastructure, and types of services offered will greatly affect the need for various firewalling devices. The focus of this question is integrity, ensuring that the systems hosting institutional data are limited in need-only communications. The use of a WAF is important in systems in which a vendor has limited access to the to code infrastructure.","If a vendors states that they outsource their code development and do not run a WAF, there is elevated reason for concern. Verify how code is tested, monitored, and controlled in production environments.",Yes,,TRUE,25,CSC 16,,14.2.5,PR.DS-6,,,15: Baseline Control Set,1.1
3.02,-LITE-,35,HLAP-06,3.02-LITE-HLAP-06,Application/Service Security,"Do you have a process and implemented procedures for managing your software supply chain (e.g. libraries, repositories, frameworks, etc)",Include any in-house developed or contract development,Briefly summarize your response.,Provide supporting documentation of your processes.,,,"Understanding system requirements and/or dependencies (e.g., open source libraries, repositories, frameworks, toolkits, modules, etc.) can reveal infrastructure risks that may not be apparent by other means. In some cases, the use of trusted components may be favorable. In others, it may initiate the assessment of the vendor's environment in more detail and/or expand the scope of the institution's assessment.",Follow-up inquiries concerning software supply chain will be institution/implementation specific.,Yes,,FALSE,20,CSC 12,,14.2.5,,,RA-2,8: Comprehensive Application,2.4
3.02,-LITE-,36,HLAA-01,3.02-LITE-HLAA-01,"Authentication, Authorization, and Accounting","Does your solution support single sign-on (SSO) protocols for user and administrator authentication (Yes, No, Both modes available, Not Applicable)?","Answer 'Yes' only if user AND administrator authentication is supported. If partially supported, answer 'No'. Ensure you respond to any guidance in the Additional Information column.",Describe plans to support strong authentication practices.,"Describe how strong authentication is enforced (e.g., complex passwords, multifactor tokens, certificates, biometrics, aging requirements, re-use policy).",,,"This question is to set account management expectations for the institution. A system that can integrate with existing, vetted solutions, has its advantages and may have less administrative overhead. Also, adherence to standards here gives credit to other standards-oriented questions/responses.",Follow-up inquiries for IAM requirements will be institution/implementation specific.,Yes,,FALSE,20,CSC 16,,"9.2.3, 9.3.1, 9.4.3",PR.AC-1,3.5.7,IA-5(1),15: Baseline Control Set,
3.02,-LITE-,37,HLAA-02,3.02-LITE-HLAA-02,"Authentication, Authorization, and Accounting",Does your organization participate in InCommon or another eduGAIN affiliated trust federation?, ,Describe plans to participate in InCommon or another eduGAIN affiliated trust federation.,List the entityIds registered in the Additional Information column.,,,This question defines the vendors scope of federated identity practices and their willingness to embrace higher education requirements.,"If a vendor indicates that a system is standalone and cannot integrate with community standards, follow-up with maturity questions and ask about other commodity type functions or other system requirements your institution may have.",Yes,,FALSE,20,CSC 16,,"9.1.1, 9.2.3, 9.3.1, 9.4.3",PR.AC-1,3.5.1,"IA-2, IA-5","14: External Resources, 15: Baseline Control Set",
3.02,-LITE-,38,HLAA-03,3.02-LITE-HLAA-03,"Authentication, Authorization, and Accounting",Does your application support integration with other authentication and authorization systems?, ,Describe any plans to support integration with other authentication and authorization systems.,"List which systems and versions supported (such as Active Directory, Kerberos, or other LDAP compatible directory) in Additional Info.",,,"This question is to set account management expectations for the institution. A system that can integrate with existing, vetted solutions, has its advantages and may have less administrative overhead. Also, adherence to standards here gives credit to other standards-oriented questions/responses.","If a vendor indicates that a system is standalone and cannot integrate with the institution's infrastructure, follow-up with maturity questions and ask about other commodity type functions or other system requirements your institution may have.",Yes,,FALSE,15,CSC 16,,9.4.3,"PR.AC-1, PR.AC-4",,,"14: External Resources, 15: Baseline Control Set",
3.02,-LITE-,39,HLAA-04,3.02-LITE-HLAA-04,"Authentication, Authorization, and Accounting","Does your solution support any of the following Web SSO standards? [e.g., SAML2 (with redirect flow), OIDC, CAS, or other]","An answer of 'Yes' should be well-supported in the Additional Information column, and all elements of interest should be sufficiently addressed.",Describe plans to support Web SSO in your solution.,"State the Web SSO standards supported by your solution and provide additional details about your support, including framework(s) in use, how information is exchanged securely, etc.",,,"This question is to set account management expectations for the institution. A system that can integrate with existing, vetted solutions, has its advantages and may have less administrative overhead. Also, adherence to standards here gives credit to other standards-oriented questions/responses.",Follow-up inquiries for IAM requirements will be institution/implementation specific.,Yes,,FALSE,20,CSC 16,,9.4.3,"PR.AC-1, PR.AC-4",,,15: Baseline Control Set,
3.02,-LITE-,40,HLAA-05,3.02-LITE-HLAA-05,"Authentication, Authorization, and Accounting",Do you support differentiation between email address and user identifier?, ,Describe any plans to support differentiation between email address and user identifier., ,,,This questions allows an institution to know vendor system limitations and to help them gauge the resources (that may be needed to implement) required to successfully integrate the product/service with institution systems.,Follow-up inquiries for identifier requirements will be institution/implementation specific.,Yes,,FALSE,20,CSC 6,,12.4,PR.PT-1,"3.1.7, 3.3.2, 3.3.3, 3.3.4, 3.3.5, 3.4.3, 3.7.1, 3.7.6, 3.10.4, 3.10.5","AU-2(3), AU-6, AU-12, AC-6(9), CM-3, MA-2, MA-5, PE-3",15: Baseline Control Set,
3.02,-LITE-,41,HLAA-06,3.02-LITE-HLAA-06,"Authentication, Authorization, and Accounting","Do you allow the customer to specify attribute mappings for any needed information beyond a user identifier? [e.g., Reference eduPerson, ePPA/ePPN/ePE ] ", ,Describe plans to allow customers to specify attribute mappings., ,,,This questions allows an institution to know vendor system limitations and to help them gauge the resources (that may be needed to implement) required to successfully integrate the product/service with institution systems.,Follow-up inquiries for attirbute mapping requirements will be institution/implementation specific.,Yes,,FALSE,20,,,,,,,15: Baseline Control Set,
3.02,-LITE-,42,HLAA-07,3.02-LITE-HLAA-07,"Authentication, Authorization, and Accounting","Are audit logs available to the institution that include AT LEAST all of the following; login, logout, actions performed, timestamp, and source IP address?", ,Describe any plans to enable audit logs for these data elements., ,,,"Strong logging capabilities are vital to the proper management of a system. Implementing an immature system that lacks sufficient logging capabilities exposes an institution to great risk. Depending on your risk tolerance and the use case, your institution may or may not be concerned. The focus of this question is end-user logs.","If a weak response is given to this answer, it is appropriate to ask directed answers to get specific information. Ensure that questions are targeted to ensure responses will come from the appropriate party within the vendor.",Yes,,TRUE,40,,,,,,,15: Baseline Control Set,
